category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
220,"""""We've started building the wall"" at the Mexico border.""",0.4328394458044063,,,We,"(5, 7)",'ve started,"(7, 18)",building the wall,"(19, 36)",,,,,,,,,,,,,at the Mexico border,"(39, 59)",,,138
230,"""Muslim nurses now have the ""option of participating in medical operations without washing their hands.""""",0.9244803421461254,,,Muslim nurses,"(3, 16)",have,"(21, 25)",the option of participating in medical operations without washing their hands,"(26, 105)",,,,,,,now,"(17, 20)",,,,,,,,,145
233,"""""When Ronald Reagan was president, the discretionary spending, all those appropriations, was 75 percent of the budget, the mandatory was 25.""""",0.9668241986845384,the mandatory was,"(123, 140)","the discretionary spending, all those appropriations","(39, 91)",was,"(93, 96)",75 percent of the budget,"(97, 121)",,,,,,,When Ronald Reagan was president,"(5, 37)",,,,,,,,,149
234,"""""When Ronald Reagan was president, the discretionary spending, all those appropriations, was 75 percent of the budget, the mandatory was 25.""""",0.7771726991004758,,,the mandatory,"(123, 136)",was,"(137, 140)",25,"(141, 143)",,,,,,,,,,,,,,,,,149
235,"""""When Ronald Reagan was president, the discretionary spending, all those appropriations, was 75 percent of the budget, the mandatory was 25.""""",0.9436740204769644,,,Ronald Reagan,"(10, 23)",was,"(24, 27)",president,"(28, 37)",,,,,,,,,,,,,,,,,149
238,"""Former FBI Director James Comey gave a memo to a friend ""to leak classified information ... in order to get a special counsel against me.”""",0.8967430696413796,,,Former FBI Director James Comey,"(3, 34)",gave,"(35, 39)",a memo,"(40, 46)",to a friend,"(47, 58)",,,,,,,,,,,,,,,151
240,"""West Virginia Attorney General Patrick Morrisey, a Republican candidate for the U.S. Senate, “refused to support Trump over Hillary.”""",0.4953178616921359,,,Patrick Morrisey,"(34, 50)",(is] General (of],"(26, 33)",West Virginia Attorney,"(3, 25)",,,,,,,,,,,,,,,,,153
241,"""West Virginia Attorney General Patrick Morrisey, a Republican candidate for the U.S. Senate, “refused to support Trump over Hillary.”""",0.4953178616921359,,,West Virginia Attorney General Patrick Morrisey,"(3, 50)",(is] a Republican candidate for,"(52, 78)",the U.S. Senate,"(79, 94)",,,,,,,,,,,,,,,,,153
242,"""West Virginia Attorney General Patrick Morrisey, a Republican candidate for the U.S. Senate, “refused to support Trump over Hillary.”""",0.8862442933264546,West Virginia Attorney General Patrick Morrisey refused,"(3, 104)",West Virginia Attorney General Patrick Morrisey,"(3, 50)",refused to support,"((97, 104), (105, 115))",Trump,"(116, 121)",,,,,,,over Hillary,"(122, 134)",,,,,,,,,153
243,"""West Virginia Attorney General Patrick Morrisey, a Republican candidate for the U.S. Senate, “refused to support Trump over Hillary.”""",0.8862442933264546,,,West Virginia Attorney General Patrick Morrisey,"(3, 50)",refused,"(97, 104)",to support Trump over Hillary,"(105, 134)",,,,,,,,,,,,,,,,,153
249,"""""Ivanka Trump Is Finally Being FIRED From The White House.""""",0.9465864242450892,,,Ivanka Trump,"(5, 17)",Is Being,"((18, 20), (29, 34))",FIRED From The White House,"(35, 61)",,,,,,,Finally,"(21, 28)",,,,,,,,,159
255,"""California will ""automatically register illegal immigrants to vote.”""",0.8956113154445509,California will automatically register,"(3, 43)",California,"(3, 13)",will automatically register to vote,"((14, 18), (21, 43), (63, 70))",illegal immigrants,"(44, 62)",,,,,,,,,,,,,,,,,163
256,"""California will ""automatically register illegal immigrants to vote.”""",0.852130044887511,,,California,"(3, 13)",will automatically register,"((14, 18), (21, 43))",illegal immigrants,"(44, 62)",to vote,"(63, 70)",,,,,,,,,,,,,,,163
277,"""""We’ve taken back almost 100 percent, in a very short period of time, of the land that [ISIS] took. And it all took place since our election.""""",0.9990000128746032,,,We,"(0, 0)",'ve taken,"(0, 0)",almost 100 percent,,,,,,,,,,,,,,,,,,179
278,"""""We’ve taken back almost 100 percent, in a very short period of time, of the land that [ISIS] took. And it all took place since our election.""""",0.4105143601445306,,,it,"(114, 116)",took,"(121, 125)",place,"(126, 131)",,,,,,,,,,,,,,,,,179
279,"""""We’ve taken back almost 100 percent, in a very short period of time, of the land that [ISIS] took. And it all took place since our election.""""",0.9337934435409166,,,the land,"(80, 88)",took,"(103, 107)",ISIS,"(96, 100)",,,,,,,,,,,,,,,,,179
280,"""""We’ve taken back almost 100 percent, in a very short period of time, of the land that [ISIS] took. And it all took place since our election.""""",0.4517038250665665,,,We,"(10, 12)",'ve taken,"(13, 22)",almost 100 percent,"(23, 41)",,,,,,,in a very short period of time,"(44, 74)",,,,,,,,,179
281,"""""FBI Executes Search Warrant At Obama D.C. Mansion.""""",0.8765432251407629,,,FBI,"(5, 8)",Executes,"(9, 17)",Search Warrant,"(18, 32)",,,,,,,,,,,,,At Obama D.C. Mansion,"(33, 54)",,,181
282,"""""Captured ISIS Leader Had Obama On Speed Dial.""""",0.9195349739807032,,,Captured ISIS Leader,"(5, 25)",Had,"(26, 29)",Obama,"(30, 35)",,,,,,,,,,,,,On Speed Dial,"(36, 49)",,,184
287,"""Actress Emma Stone: ""America made a great choice with Donald Trump.""""",0.9324144673478684,,,America,"(25, 32)",made,"(33, 37)",a great choice,"(38, 52)",with Donald Trump,"(53, 70)",,,,,,,,,,,,,,,188
294,"""Trump's ""budget reduced the deficit by $3 trillion, which is one of the largest in history.""""",0.6191647698868067,,,$3 trillion,"(43, 54)",is,"(62, 64)",one of the largest in history,"(65, 94)",,,,,,,,,,,,,,,,,196
295,"""Trump's ""budget reduced the deficit by $3 trillion, which is one of the largest in history.""""",0.8942434158739456,,,budget,"(13, 19)",reduced,"(20, 27)",the deficit,"(28, 39)",by $3 trillion,"(40, 54)",,,,,,,,,,,,,,,196
299,"""“GM Korea company announced today that it will cease production and close its Gunsan plant in May of 2018, and they’re going to move back to Detroit.”""",0.8203522513891368,GM Korea company announced,"(8, 34)",GM Korea company,"(8, 24)",announced close,"((25, 34), (41, 46))",its Gunsan plant,"(47, 63)",,,,,,,in May of 2018,"(64, 78)",,,,,,,,,198
300,"""“GM Korea company announced today that it will cease production and close its Gunsan plant in May of 2018, and they’re going to move back to Detroit.”""",0.8749084966854505,,,GM Korea company,"(8, 24)",announced,"(25, 34)",close its Gunsan plant in May of 2018,"(41, 78)",,,,,,,today,"(35, 40)",,,,,,,,,198
301,"""“GM Korea company announced today that it will cease production and close its Gunsan plant in May of 2018, and they’re going to move back to Detroit.”""",0.3880890333449538,GM Korea company announced,"(8, 34)",it,"(46, 48)",will cease,"(49, 59)",production,"(60, 70)",,,,,,,,,,,,,,,,,198
302,"""“GM Korea company announced today that it will cease production and close its Gunsan plant in May of 2018, and they’re going to move back to Detroit.”""",0.6798121800032241,,,GM Korea company,"(8, 24)",announced,"(25, 34)",that it will cease production,"(41, 70)",,,,,,,today,"(35, 40)",,,,,,,,,198
303,"""“GM Korea company announced today that it will cease production and close its Gunsan plant in May of 2018, and they’re going to move back to Detroit.”""",0.619523342365688,,,they,"(0, 4)",to move,"(15, 22)",back to Detroit,"(23, 38)",,,,,,,,,,,,,,,,,198
304,"""""Irrespective of efforts that were made in 2016 by foreign powers, it is the universal conclusion of our intelligence communities that none of those efforts had any impact on the outcome of the 2016 election.""""",0.937463128547246,,,none of those efforts,"(139, 160)",had,"(161, 164)",any impact on the outcome of the 2016 election,"(165, 211)",,,,,,,,,,,,,,,,,199
305,"""""Irrespective of efforts that were made in 2016 by foreign powers, it is the universal conclusion of our intelligence communities that none of those efforts had any impact on the outcome of the 2016 election.""""",0.2579037241417457,,,it,"(71, 73)",is,"(74, 76)",the universal conclusion of our intelligence communities that none of those efforts had any impact on the outcome of the 2016 election,"(77, 211)",,,,,,,,,,,,,,,,,199
306,"""""Irrespective of efforts that were made in 2016 by foreign powers, it is the universal conclusion of our intelligence communities that none of those efforts had any impact on the outcome of the 2016 election.""""",0.8772656277736296,,,efforts,"(21, 28)",were made,"(34, 43)",by foreign powers,"(52, 69)",,,,,,,in 2016,"(44, 51)",,,,,,,,,199
307,"""Teen who “killed Muslim refugee for raping his 7 years old sister sentenced 30 years to life in a federal prison.”""",0.7974323098758331,Teen sentenced,"(3, 78)",Teen,"(3, 7)",sentenced 30 years to life killed,"((13, 19), (69, 78))",Muslim refugee for raping his 7 years old sister,"(20, 68)",,,,,,,,,,,,,,,,,200
308,"""Teen who “killed Muslim refugee for raping his 7 years old sister sentenced 30 years to life in a federal prison.”""",0.8818110676393391,,,Teen,"(3, 7)",sentenced,"(69, 78)",30 years to life,"(79, 95)",in a federal prison,"(96, 115)",,,,,,,,,,,,,,,200
319,"""“Smoking in cars with children is illegal starting January 30, 2018.”""",0.9520806423106366,,,Smoking in cars with children,"(4, 33)",is,"(34, 36)",illegal,"(37, 44)",,,,,,,"starting January 30, 2018","(45, 70)",,,,,,,,,208
324,"""“UPDATE: Cop Who Arrested Malia Obama Found Dead Under Suspicious Circumstances.”""",0.8178908376742512,Cop Found,"(12, 46)",Cop,"(12, 15)",Found Dead Arrested,"((20, 28), (41, 46))",Malia Obama,"(29, 40)",,,,,,,,,,,,,,,,,212
325,"""“UPDATE: Cop Who Arrested Malia Obama Found Dead Under Suspicious Circumstances.”""",0.8220767165759211,,,Cop,"(12, 15)",Found,"(41, 46)",Dead,"(47, 51)",,,,,,,,,,,,,Under Suspicious Circumstances,"(52, 82)",,,212
331,"""“Sandy Hook alleged victims alive and well!!!”""",0.92467156975294,,,Sandy Hook,"(8, 18)",alleged well,"((19, 26), (35, 39))",victims,"(27, 34)",,,,,,,,,,,,,,,,,215
332,"""“Sandy Hook alleged victims alive and well!!!”""",0.9266232318014764,,,Sandy Hook,"(8, 18)",alleged,"(19, 26)",victims,"(27, 34)",alive,"(35, 40)",,,,,,,,,,,,,,,215
333,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.8239830255209885,a president stepped up,"(26, 48)",a president,"(26, 37)",stepped up to address,"((38, 48), (53, 63))",gun violence,"(64, 76)",,,,,,,,,,,,,,,,,218
334,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.9143455004958408,,,a president,"(26, 37)",stepped up,"(38, 48)",to address gun violence,"(53, 76)",,,,,,,time,"(16, 20)",,,,,,,,,218
335,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.33891144351902525,,,It,"(10, 12)",'s,"(13, 15)",time that a president stepped up   to address gun violence,"(16, 76)",,,,,,,,,,,,,,,,,218
336,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.4517038250665665,,,I,87,'m talking,"(89, 99)",Republican presidents,"(100, 121)",,,,,,,,,,,,,,,,,218
337,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.2735786399569868,It 's,"(10, 15)",They,"(111, 115)",have not stepped up,"(116, 135)",,,,,,,,,,,,,,,,,,,218
338,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.24223584527091865,,,It,"(10, 12)",'s,"(13, 15)",time that a president stepped up ,"(16, 50)",,,,,,,,,,,,,,,,,218
339,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.4978219019954182,,,I,87,'m talking,"(89, 99)",Democrat,"(100, 108)",,,,,,,,,,,,,,,,,218
340,"""""It’s time that a president stepped up"" to address gun violence. ""And I’m talking Democrat and Republican presidents. They have not stepped up.""""",0.9327330412371158,,,a president,"(26, 37)",stepped up,"(38, 48)",,,,,,,,,time,"(16, 20)",,,,,,,,,218
351,"""Said the Justice Department's indictments last month of Republican Reps. Chris Collins and Duncan Hunter Jr. were the result of “long running, Obama era, investigations.”""",0.3808945036672451,,,Jr,"(77, 79)",(is] Hunter (of],"(70, 76)",Duncan,"(63, 69)",,,,,,,,,,,,,,,,,223
352,"""Said the Justice Department's indictments last month of Republican Reps. Chris Collins and Duncan Hunter Jr. were the result of “long running, Obama era, investigations.”""",0.9712407607512948,,,Said the Justice Department 's indictments,"(6, 48)",were,"(82, 86)",the result of  long running,"(87, 115)",,,,,,,last month of Duncan Hunter Jr,"(49, 79)",,,,,,,,,223
353,"""Said the Justice Department's indictments last month of Republican Reps. Chris Collins and Duncan Hunter Jr. were the result of “long running, Obama era, investigations.”""",0.9712407607512948,,,Said the Justice Department 's indictments,"(6, 48)",were,"(96, 100)",the result of  long running,"(101, 129)",,,,,,,last month of Republican Reps. Chris Collins,"(49, 93)",,,,,,,,,223
354,"""In 2017, the San Domenico school in San Anselmo, California removed some Catholic statues from its campus in an effort to be more inclusive.""",0.7535117993595638,,,some Catholic statues,"(71, 92)",to be,"(122, 127)",more inclusive,"(128, 142)",,,,,,,,,,,,,,,,,224
355,"""In 2017, the San Domenico school in San Anselmo, California removed some Catholic statues from its campus in an effort to be more inclusive.""",0.9437555424217584,,,the San Domenico school in San Anselmo,"(12, 50)",removed,"(63, 70)",some Catholic statues,"(71, 92)",from its campus,"(93, 108)",in an effort,"(109, 121)",,,In 2017,"(3, 10)",,,,,,,,,224
356,"""Betsy DeVos and her family contributed millions of dollars to the campaigns of Republican candidates.""",0.6381012045821894,,,her family,"(0, 10)",contributed,"(11, 22)",millions of dollars,"(23, 42)",to the campaigns of Republican candidates,"(43, 84)",,,,,,,,,,,,,,,225
357,"""Betsy DeVos and her family contributed millions of dollars to the campaigns of Republican candidates.""",0.9266232318014764,,,Betsy DeVos,"(6, 17)",contributed,"(18, 29)",millions of dollars,"(30, 49)",to the campaigns of Republican candidates,"(50, 91)",,,,,,,,,,,,,,,225
358,"""A postal worker was caught destroying absentee ballots with Trump votes in the swing state of Ohio.""",0.9125462839307744,,,A postal worker,"(3, 18)",destroying,"(30, 40)",absentee ballots,"(41, 57)",with Trump votes in the swing state of Ohio,"(58, 101)",,,,,,,,,,,,,,,226
359,"""A postal worker was caught destroying absentee ballots with Trump votes in the swing state of Ohio.""",0.9519143416197944,,,A postal worker,"(3, 18)",was caught,"(19, 29)",destroying absentee ballots with Trump votes in the swing state of Ohio,"(30, 101)",,,,,,,,,,,,,,,,,226
365,"""A Budweiser employee who saw Arabs celebrating the 9/11 attacks at a convenience store pulled all the company's product from that store.""",0.8982330273114404,A Budweiser employee saw pulled,"(3, 96)",Arabs,"(32, 37)",celebrating,"(38, 49)",the 9/11 attacks at a convenience store,"(50, 89)",,,,,,,,,,,,,,,,,229
366,"""A Budweiser employee who saw Arabs celebrating the 9/11 attacks at a convenience store pulled all the company's product from that store.""",0.9137002930979038,A Budweiser employee pulled,"(3, 96)",A Budweiser employee,"(3, 23)",pulled all the company's product saw,"((28, 31), (90, 96))",Arabs celebrating the 9/11 attacks at a convenience store,"(32, 89)",,,,,,,,,,,,,,,,,229
367,"""A Budweiser employee who saw Arabs celebrating the 9/11 attacks at a convenience store pulled all the company's product from that store.""",0.7677892772326884,,,A Budweiser employee,"(3, 23)",pulled,"(90, 96)",all the company's product,"(97, 122)",from that store,"(123, 138)",,,,,,,,,,,,,,,229
